traffic_density,horn_events_per_min,avg_speed,signal_wait_time,weather_condition,road_quality_score,driver_experience_level,stress_index,Risk_Level,Insurance_Premium
42,5.13,61.5,19.69,Hot,10.0,Intermediate,22.2,Low,3000
23,1.46,65.75,15.73,Clear,7.54,Intermediate,21.69,Low,3000
30,3.89,69.9,20.92,Clear,5.36,Beginner,30.5,Low,3000
57,7.01,64.68,40.21,Clear,10.0,Beginner,50.92,Medium,5000
29,5.17,71.13,16.94,Hot,5.3,Intermediate,33.58,Low,3000
17,4.26,67.62,18.51,Clear,5.25,Intermediate,28.77,Low,3000
16,5.91,69.54,14.68,Rainy,5.74,Intermediate,25.58,Low,3000
76,5.5,46.63,41.99,Clear,8.68,Intermediate,42.94,Medium,5000
26,6.42,65.19,14.7,Clear,4.49,Expert,40.14,Medium,5000
42,8.04,63.25,25.05,Clear,8.02,Intermediate,30.33,Low,3000
57,6.84,55.51,35.66,Clear,4.68,Intermediate,45.49,Medium,5000
85,12.16,42.03,41.09,Clear,8.02,Intermediate,39.48,Medium,5000
68,7.89,57.79,38.62,Clear,8.29,Beginner,51.63,Medium,5000
95,11.31,51.46,50.96,Clear,5.91,Beginner,64.29,Medium,5000
31,6.0,75.1,19.13,Clear,6.48,Expert,19.92,Low,3000
119,20.42,33.26,67.41,Foggy,2.86,Beginner,83.65,High,8000
39,6.06,58.14,25.5,Rainy,7.63,Intermediate,23.48,Low,3000
47,9.82,61.52,27.21,Rainy,6.76,Expert,29.65,Low,3000
111,15.43,31.58,64.15,Clear,4.86,Intermediate,69.04,High,8000
118,17.04,27.73,66.04,Rainy,10.0,Intermediate,62.51,Medium,5000
60,9.34,52.8,36.55,Clear,7.29,Beginner,46.36,Medium,5000
63,7.96,53.77,40.81,Clear,6.72,Expert,34.61,Low,3000
17,3.12,80.27,14.67,Clear,9.75,Beginner,16.84,Low,3000
36,4.92,66.74,21.08,Clear,3.15,Expert,19.89,Low,3000
36,7.38,58.22,26.32,Clear,5.27,Beginner,45.42,Medium,5000
107,12.11,31.49,54.68,Clear,6.22,Intermediate,57.76,Medium,5000
30,3.72,69.76,24.77,Clear,3.1,Intermediate,42.47,Medium,5000
39,5.41,59.85,21.46,Clear,6.25,Intermediate,33.9,Low,3000
106,18.87,42.22,54.51,Rainy,2.94,Expert,57.45,Medium,5000
37,5.75,63.64,23.95,Rainy,4.61,Intermediate,36.54,Medium,5000
73,12.7,49.04,41.0,Foggy,7.55,Expert,49.21,Medium,5000
106,10.14,30.29,54.67,Clear,6.52,Beginner,71.06,High,8000
78,9.33,37.63,44.0,Clear,7.37,Beginner,54.9,Medium,5000
70,11.51,40.02,39.83,Hot,4.69,Intermediate,53.19,Medium,5000
57,6.25,46.77,31.39,Clear,6.34,Beginner,47.44,Medium,5000
28,6.39,64.47,19.22,Foggy,6.2,Beginner,42.69,Medium,5000
13,7.47,76.99,11.72,Clear,3.26,Expert,26.18,Low,3000
44,3.06,54.82,30.32,Clear,8.39,Beginner,34.27,Low,3000
73,5.12,45.64,36.76,Clear,9.72,Intermediate,41.82,Medium,5000
58,9.08,53.11,28.37,Foggy,9.29,Intermediate,33.93,Low,3000
26,9.93,62.85,16.3,Clear,3.49,Intermediate,27.49,Low,3000
53,5.89,59.84,30.95,Clear,8.66,Intermediate,34.81,Low,3000
101,13.49,42.37,57.45,Rainy,6.0,Intermediate,55.37,Medium,5000
39,4.25,75.38,20.35,Rainy,10.0,Intermediate,24.95,Low,3000
102,13.77,40.56,54.79,Foggy,6.72,Beginner,72.57,High,8000
55,3.69,58.68,28.52,Clear,9.23,Intermediate,30.87,Low,3000
15,9.11,77.19,14.27,Rainy,4.64,Intermediate,26.1,Low,3000
108,12.8,37.83,55.57,Clear,7.05,Intermediate,67.45,High,8000
114,11.55,35.07,57.53,Clear,10.0,Expert,44.06,Medium,5000
46,4.97,58.65,30.77,Rainy,4.24,Beginner,49.49,Medium,5000
33,5.7,70.16,24.51,Clear,7.37,Beginner,29.01,Low,3000
102,12.38,38.88,51.06,Rainy,8.48,Intermediate,57.46,Medium,5000
55,10.92,57.09,32.06,Hot,6.1,Intermediate,33.83,Low,3000
62,9.43,52.73,38.14,Clear,5.41,Intermediate,49.61,Medium,5000
104,15.03,34.86,58.03,Foggy,9.57,Intermediate,61.69,Medium,5000
108,17.34,41.02,61.26,Foggy,7.68,Intermediate,62.64,Medium,5000
69,8.2,53.25,37.45,Rainy,10.0,Intermediate,37.84,Medium,5000
106,16.89,33.14,62.33,Foggy,6.4,Beginner,78.15,High,8000
72,6.6,55.21,43.01,Clear,7.71,Intermediate,46.08,Medium,5000
94,14.53,38.14,56.94,Foggy,4.99,Beginner,81.28,High,8000
41,3.59,60.23,26.75,Clear,8.94,Expert,27.52,Low,3000
96,16.73,38.82,54.94,Foggy,5.31,Intermediate,62.86,Medium,5000
42,1.12,54.55,28.21,Clear,8.17,Intermediate,35.45,Medium,5000
76,14.11,49.24,42.9,Foggy,6.45,Intermediate,49.07,Medium,5000
27,0.0,72.33,18.89,Foggy,6.93,Beginner,37.44,Medium,5000
34,7.09,65.53,23.92,Rainy,7.21,Intermediate,34.16,Low,3000
115,12.47,36.87,65.15,Rainy,7.15,Intermediate,62.67,Medium,5000
104,17.87,33.56,55.41,Foggy,7.2,Expert,53.66,Medium,5000
63,8.3,56.66,38.36,Clear,4.4,Intermediate,50.96,Medium,5000
67,7.45,54.17,36.89,Clear,7.83,Expert,39.76,Medium,5000
76,12.45,39.16,41.14,Clear,5.96,Intermediate,49.81,Medium,5000
113,14.9,31.89,61.82,Rainy,8.04,Beginner,79.86,High,8000
55,6.76,56.6,33.13,Clear,8.17,Expert,23.99,Low,3000
33,4.36,63.0,25.14,Clear,5.42,Intermediate,40.81,Medium,5000
41,6.22,57.11,21.91,Clear,4.58,Intermediate,34.92,Low,3000
56,4.0,61.24,31.8,Clear,7.88,Intermediate,35.62,Medium,5000
95,13.34,42.53,51.93,Clear,6.93,Intermediate,59.96,Medium,5000
32,6.21,70.45,22.81,Clear,7.31,Beginner,32.57,Low,3000
75,8.66,49.71,37.53,Clear,6.18,Expert,40.43,Medium,5000
36,6.57,58.47,23.33,Rainy,6.41,Beginner,45.37,Medium,5000
115,13.43,28.51,65.45,Clear,5.46,Beginner,91.1,High,8000
11,0.01,81.82,7.43,Hot,7.23,Intermediate,26.87,Low,3000
99,12.95,35.84,52.91,Rainy,5.92,Intermediate,59.69,Medium,5000
26,6.4,71.63,23.37,Clear,3.18,Intermediate,31.25,Low,3000
113,12.24,39.47,64.75,Clear,7.08,Beginner,68.37,High,8000
42,4.45,60.94,24.42,Rainy,7.18,Beginner,38.24,Medium,5000
18,3.27,77.43,8.72,Clear,10.0,Intermediate,24.62,Low,3000
52,9.28,55.93,31.81,Hot,5.15,Beginner,45.25,Medium,5000
57,7.47,57.94,32.76,Clear,6.94,Intermediate,36.54,Medium,5000
48,4.3,59.71,27.15,Rainy,9.13,Expert,28.56,Low,3000
102,15.86,40.87,55.68,Hot,7.42,Expert,43.8,Medium,5000
51,4.71,63.41,27.86,Rainy,8.41,Beginner,34.3,Low,3000
35,8.6,59.83,19.66,Hot,7.43,Intermediate,31.98,Low,3000
108,10.97,36.74,63.87,Hot,7.08,Beginner,63.59,Medium,5000
59,5.3,52.32,36.73,Hot,6.99,Beginner,51.1,Medium,5000
34,8.38,73.03,16.84,Foggy,7.71,Intermediate,31.12,Low,3000
33,1.0,61.22,22.91,Clear,8.97,Beginner,26.82,Low,3000
22,0.44,75.32,19.11,Clear,10.0,Beginner,29.78,Low,3000
69,7.92,42.9,41.52,Clear,4.07,Intermediate,46.35,Medium,5000
16,2.21,69.55,17.86,Hot,5.26,Intermediate,22.86,Low,3000
66,3.58,49.63,38.65,Clear,9.53,Intermediate,38.28,Medium,5000
45,4.79,58.12,23.81,Clear,8.96,Beginner,27.62,Low,3000
54,7.08,58.44,36.48,Foggy,7.21,Beginner,49.83,Medium,5000
29,4.13,73.35,17.01,Clear,7.26,Beginner,34.33,Low,3000
74,7.68,55.85,39.24,Rainy,8.0,Beginner,49.66,Medium,5000
17,3.94,72.32,15.78,Hot,7.87,Intermediate,22.96,Low,3000
119,13.42,29.38,59.76,Rainy,5.87,Expert,62.44,Medium,5000
25,5.12,78.14,20.53,Rainy,4.22,Beginner,32.23,Low,3000
23,1.72,70.55,18.49,Rainy,5.45,Intermediate,32.2,Low,3000
85,11.12,48.46,46.02,Rainy,6.74,Beginner,71.93,High,8000
96,12.18,44.12,55.36,Clear,7.01,Intermediate,59.04,Medium,5000
24,4.05,66.36,19.9,Clear,5.78,Expert,26.53,Low,3000
101,10.64,46.41,56.83,Clear,10.0,Beginner,59.82,Medium,5000
107,13.75,39.82,59.41,Rainy,5.24,Expert,46.89,Medium,5000
75,9.94,53.79,46.04,Rainy,5.15,Intermediate,57.12,Medium,5000
41,2.27,59.86,20.94,Clear,6.67,Intermediate,37.05,Medium,5000
96,14.72,32.94,51.91,Rainy,5.0,Intermediate,67.78,High,8000
72,5.03,46.22,43.66,Clear,9.64,Expert,30.38,Low,3000
95,8.54,40.09,50.3,Clear,6.95,Beginner,58.42,Medium,5000
60,6.72,60.84,31.22,Clear,10.0,Beginner,45.18,Medium,5000
34,2.74,71.28,21.21,Foggy,9.97,Expert,20.97,Low,3000
67,9.11,49.07,34.99,Foggy,6.46,Intermediate,47.22,Medium,5000
72,6.71,46.21,41.69,Clear,5.54,Beginner,60.46,Medium,5000
71,13.74,45.88,45.84,Rainy,7.76,Intermediate,46.71,Medium,5000
31,3.55,60.96,16.73,Clear,9.68,Expert,21.4,Low,3000
67,11.84,51.9,39.3,Foggy,4.83,Beginner,54.57,Medium,5000
67,12.19,52.53,36.09,Clear,3.08,Intermediate,49.67,Medium,5000
95,13.34,46.2,54.95,Hot,6.11,Intermediate,55.51,Medium,5000
58,8.51,63.54,33.36,Rainy,5.45,Beginner,46.03,Medium,5000
61,7.26,47.02,37.81,Rainy,8.97,Intermediate,37.85,Medium,5000
51,8.4,57.8,26.54,Rainy,4.89,Expert,33.05,Low,3000
79,6.03,44.07,44.86,Clear,7.96,Intermediate,45.02,Medium,5000
24,2.6,74.44,14.49,Rainy,5.74,Intermediate,22.24,Low,3000
63,9.21,54.27,34.35,Clear,5.44,Intermediate,53.32,Medium,5000
116,13.04,40.56,67.89,Clear,7.94,Intermediate,71.99,High,8000
69,8.81,53.66,37.48,Rainy,4.46,Intermediate,41.31,Medium,5000
110,13.44,33.52,58.31,Clear,9.37,Expert,47.81,Medium,5000
106,14.24,34.36,55.83,Clear,7.52,Intermediate,64.35,Medium,5000
17,3.09,72.97,11.6,Foggy,5.32,Intermediate,31.91,Low,3000
62,9.02,56.85,35.72,Hot,10.0,Expert,26.73,Low,3000
69,6.58,50.39,38.73,Rainy,10.0,Intermediate,45.38,Medium,5000
117,22.06,28.31,59.25,Foggy,3.19,Intermediate,69.31,High,8000
117,19.46,25.55,62.84,Hot,6.27,Beginner,89.75,High,8000
14,9.03,68.57,8.22,Rainy,6.12,Beginner,27.5,Low,3000
112,12.35,37.06,60.86,Hot,5.44,Intermediate,72.99,High,8000
77,7.33,52.89,41.98,Clear,9.42,Intermediate,48.73,Medium,5000
15,3.51,77.21,10.72,Rainy,5.3,Intermediate,27.77,Low,3000
118,13.0,31.09,63.08,Clear,6.56,Intermediate,62.68,Medium,5000
105,18.93,38.18,58.04,Foggy,6.48,Beginner,69.71,High,8000
103,20.54,37.57,52.94,Foggy,2.36,Beginner,81.94,High,8000
56,8.05,59.67,32.82,Clear,8.64,Beginner,43.75,Medium,5000
108,13.77,33.34,58.05,Rainy,10.0,Intermediate,60.58,Medium,5000
64,15.7,61.79,34.63,Foggy,5.41,Intermediate,49.15,Medium,5000
49,9.05,60.6,27.51,Foggy,7.94,Beginner,38.04,Medium,5000
61,7.15,62.04,36.81,Clear,7.33,Intermediate,39.23,Medium,5000
25,2.94,67.21,15.87,Foggy,8.49,Expert,18.97,Low,3000
22,3.55,70.49,11.49,Clear,10.0,Intermediate,12.67,Low,3000
115,11.66,38.79,61.98,Rainy,6.81,Intermediate,63.29,Medium,5000
39,5.85,55.13,28.59,Clear,4.38,Intermediate,34.36,Low,3000
28,4.99,70.08,18.98,Clear,10.0,Beginner,23.34,Low,3000
26,2.63,59.94,19.39,Clear,6.91,Beginner,39.85,Medium,5000
72,7.29,54.15,44.8,Clear,5.03,Beginner,55.13,Medium,5000
28,1.74,64.46,22.37,Rainy,6.26,Intermediate,27.79,Low,3000
101,13.34,35.32,51.61,Clear,6.74,Expert,54.09,Medium,5000
67,12.37,59.76,41.01,Foggy,4.8,Beginner,55.21,Medium,5000
64,11.75,57.39,35.23,Hot,5.21,Intermediate,46.3,Medium,5000
99,11.92,44.99,55.64,Foggy,8.99,Intermediate,57.78,Medium,5000
110,17.24,26.91,60.91,Clear,7.57,Intermediate,69.77,High,8000
99,12.45,45.42,58.2,Rainy,8.53,Intermediate,56.13,Medium,5000
71,8.95,53.32,38.18,Clear,8.22,Intermediate,47.58,Medium,5000
32,4.96,64.41,17.4,Clear,4.88,Intermediate,36.19,Medium,5000
18,6.72,71.63,14.51,Foggy,6.95,Expert,18.69,Low,3000
21,0.0,83.01,16.39,Clear,9.75,Beginner,13.32,Low,3000
10,6.85,61.69,10.51,Hot,7.12,Expert,19.65,Low,3000
67,9.81,55.94,34.87,Clear,8.77,Intermediate,44.02,Medium,5000
10,0.0,78.47,10.05,Clear,8.17,Beginner,13.19,Low,3000
43,2.97,67.16,25.9,Clear,5.24,Intermediate,35.22,Medium,5000
105,15.25,36.33,57.25,Foggy,9.22,Intermediate,57.44,Medium,5000
57,6.21,60.85,35.25,Clear,9.79,Beginner,44.82,Medium,5000
98,12.51,40.1,50.82,Clear,7.15,Intermediate,59.31,Medium,5000
113,16.05,36.73,62.57,Rainy,9.08,Intermediate,64.2,Medium,5000
118,11.86,31.66,62.18,Hot,7.21,Intermediate,61.72,Medium,5000
10,0.0,67.09,6.91,Rainy,7.09,Expert,18.77,Low,3000
25,3.72,68.93,17.62,Clear,6.37,Intermediate,23.05,Low,3000
70,13.48,52.69,41.03,Clear,5.0,Expert,40.19,Medium,5000
112,18.85,38.61,63.71,Foggy,5.64,Intermediate,72.97,High,8000
73,17.39,57.29,42.28,Rainy,4.83,Beginner,58.88,Medium,5000
72,7.78,50.79,36.99,Hot,9.43,Intermediate,37.98,Medium,5000
78,10.87,49.85,45.8,Rainy,7.07,Beginner,53.91,Medium,5000
31,1.98,67.38,23.57,Clear,9.41,Intermediate,25.04,Low,3000
102,15.33,38.18,58.27,Clear,2.81,Beginner,88.92,High,8000
76,10.77,51.06,38.45,Rainy,4.88,Expert,45.78,Medium,5000
85,14.04,52.07,45.54,Clear,6.01,Intermediate,56.2,Medium,5000
35,6.88,70.46,20.15,Hot,8.81,Intermediate,25.38,Low,3000
25,3.63,76.43,18.59,Clear,7.37,Intermediate,29.6,Low,3000
60,11.15,50.22,38.51,Rainy,6.99,Intermediate,37.48,Medium,5000
110,11.29,39.99,61.38,Clear,3.68,Beginner,87.67,High,8000
95,8.52,47.32,53.83,Clear,8.58,Intermediate,52.1,Medium,5000
66,9.16,59.0,37.29,Rainy,6.95,Expert,33.61,Low,3000
38,6.31,69.07,25.78,Rainy,10.0,Beginner,36.92,Medium,5000
87,12.15,42.3,48.26,Clear,2.47,Expert,55.56,Medium,5000
101,10.46,43.83,54.76,Clear,6.74,Intermediate,58.02,Medium,5000
78,10.99,44.28,42.73,Rainy,4.76,Intermediate,58.16,Medium,5000
56,10.02,56.36,35.69,Foggy,4.68,Intermediate,54.92,Medium,5000
103,13.91,38.74,61.75,Clear,5.68,Intermediate,56.75,Medium,5000
119,13.95,35.68,68.01,Rainy,10.0,Expert,52.84,Medium,5000
71,9.9,57.93,44.21,Clear,7.1,Beginner,58.52,Medium,5000
78,10.08,46.6,40.67,Rainy,6.44,Intermediate,57.84,Medium,5000
85,14.49,38.98,45.79,Rainy,6.5,Intermediate,51.95,Medium,5000
25,5.82,68.96,17.97,Clear,7.67,Expert,22.31,Low,3000
99,17.84,42.61,57.74,Rainy,6.04,Expert,58.55,Medium,5000
99,9.09,35.33,45.64,Clear,7.58,Intermediate,55.45,Medium,5000
57,4.62,66.64,29.5,Clear,7.43,Expert,20.8,Low,3000
94,14.48,46.54,47.06,Rainy,6.79,Intermediate,51.66,Medium,5000
48,8.47,65.97,25.7,Clear,7.78,Intermediate,36.21,Medium,5000
109,13.53,38.76,63.9,Foggy,5.48,Beginner,80.2,High,8000
42,8.32,61.57,24.03,Clear,6.58,Beginner,41.58,Medium,5000
103,17.26,33.43,60.34,Foggy,4.32,Intermediate,68.88,High,8000
110,18.47,29.2,66.93,Clear,3.47,Beginner,86.05,High,8000
32,5.86,70.53,18.71,Clear,9.64,Beginner,25.03,Low,3000
19,5.07,67.35,13.12,Rainy,8.5,Beginner,26.26,Low,3000
78,7.75,54.04,42.82,Clear,9.68,Intermediate,42.26,Medium,5000
109,11.56,32.69,58.75,Hot,8.91,Intermediate,57.15,Medium,5000
43,8.76,64.54,27.8,Rainy,5.57,Beginner,55.35,Medium,5000
61,12.42,59.57,31.23,Clear,2.69,Beginner,51.31,Medium,5000
104,13.09,44.47,57.63,Hot,5.5,Beginner,74.47,High,8000
19,1.06,73.24,9.84,Clear,7.91,Beginner,25.69,Low,3000
28,4.49,64.54,12.06,Clear,7.17,Expert,16.96,Low,3000
67,6.66,57.22,37.7,Clear,7.08,Expert,35.14,Medium,5000
105,11.78,37.72,58.02,Hot,6.23,Intermediate,66.74,High,8000
10,4.36,76.09,5.0,Rainy,4.65,Expert,19.63,Low,3000
78,11.24,54.22,43.61,Rainy,10.0,Intermediate,42.8,Medium,5000
118,16.26,35.63,60.45,Rainy,8.22,Intermediate,62.04,Medium,5000
13,4.16,64.96,12.69,Rainy,8.04,Intermediate,18.77,Low,3000
25,7.19,63.86,20.25,Foggy,3.96,Beginner,35.23,Medium,5000
33,4.46,66.14,19.2,Clear,6.63,Expert,23.06,Low,3000
89,4.44,44.24,50.66,Clear,8.13,Expert,33.37,Low,3000
11,2.64,74.62,10.07,Clear,10.0,Beginner,14.61,Low,3000
101,15.94,50.25,55.23,Foggy,9.18,Expert,42.2,Medium,5000
41,10.04,69.97,30.44,Rainy,6.32,Beginner,38.34,Medium,5000
100,15.28,37.72,49.0,Rainy,8.39,Intermediate,52.43,Medium,5000
93,8.7,42.24,47.91,Clear,7.75,Intermediate,52.99,Medium,5000
33,5.72,62.84,24.34,Clear,8.6,Intermediate,22.19,Low,3000
21,7.63,75.94,13.5,Foggy,6.37,Beginner,30.03,Low,3000
59,6.58,54.84,34.66,Clear,7.31,Intermediate,42.16,Medium,5000
44,8.92,59.26,26.6,Rainy,5.31,Intermediate,43.53,Medium,5000
42,8.78,64.35,24.89,Clear,6.37,Intermediate,35.38,Medium,5000
42,4.75,59.26,27.33,Rainy,9.41,Intermediate,25.89,Low,3000
70,10.72,58.83,38.49,Rainy,7.44,Intermediate,37.55,Medium,5000
60,15.41,59.12,40.78,Foggy,4.18,Expert,38.05,Medium,5000
52,5.38,51.04,29.13,Clear,6.08,Expert,31.98,Low,3000
110,11.67,40.59,61.44,Rainy,8.31,Expert,50.14,Medium,5000
21,6.86,73.65,19.81,Clear,3.5,Beginner,46.01,Medium,5000
76,0.4,50.48,40.42,Hot,8.5,Beginner,55.11,Medium,5000
74,11.79,42.4,40.62,Rainy,9.12,Expert,38.06,Medium,5000
42,7.82,53.38,26.08,Clear,7.63,Intermediate,33.54,Low,3000
49,8.75,70.12,29.43,Rainy,5.78,Beginner,42.74,Medium,5000
83,12.98,46.94,46.86,Rainy,3.75,Beginner,65.05,High,8000
52,10.1,57.62,33.88,Foggy,4.89,Intermediate,45.84,Medium,5000
53,0.05,55.15,24.79,Clear,10.0,Intermediate,29.25,Low,3000
38,2.68,63.11,18.43,Clear,6.71,Expert,27.17,Low,3000
22,6.83,75.93,19.51,Hot,9.48,Intermediate,28.1,Low,3000
21,1.54,76.28,19.63,Hot,6.36,Beginner,32.14,Low,3000
104,11.0,42.44,58.85,Clear,5.58,Beginner,73.56,High,8000
55,8.32,51.34,33.68,Clear,6.91,Intermediate,52.0,Medium,5000
11,0.79,77.13,5.0,Clear,9.51,Intermediate,15.12,Low,3000
44,5.91,54.56,25.7,Clear,8.17,Expert,20.06,Low,3000
96,9.38,39.75,52.92,Clear,4.88,Intermediate,70.03,High,8000
90,9.82,41.38,50.59,Clear,5.59,Beginner,68.55,High,8000
99,20.45,31.59,52.22,Foggy,4.25,Beginner,70.08,High,8000
17,0.71,79.33,6.83,Clear,9.61,Intermediate,19.78,Low,3000
102,12.76,33.63,58.48,Rainy,7.37,Expert,46.44,Medium,5000
35,7.69,75.9,21.1,Rainy,7.57,Intermediate,29.55,Low,3000
83,10.52,33.25,47.46,Rainy,7.86,Intermediate,54.84,Medium,5000
99,15.04,50.6,49.05,Rainy,6.93,Intermediate,62.53,Medium,5000
43,10.17,57.0,23.0,Rainy,5.59,Expert,30.24,Low,3000
114,19.92,37.87,62.24,Foggy,3.03,Expert,56.93,Medium,5000
16,3.96,74.35,14.94,Foggy,7.35,Intermediate,24.02,Low,3000
77,9.43,56.78,38.55,Clear,10.0,Expert,24.98,Low,3000
67,8.17,48.72,37.18,Clear,5.09,Intermediate,45.83,Medium,5000
118,23.25,40.25,64.2,Foggy,3.39,Intermediate,75.93,High,8000
84,15.77,40.48,49.2,Rainy,6.39,Beginner,70.02,High,8000
38,8.04,71.52,23.43,Hot,7.73,Intermediate,34.4,Low,3000
45,6.28,59.98,28.88,Clear,4.98,Beginner,35.87,Medium,5000
98,12.39,39.53,58.09,Clear,5.78,Intermediate,61.08,Medium,5000
30,1.73,65.72,15.29,Clear,4.51,Beginner,42.18,Medium,5000
45,8.42,58.9,23.59,Clear,7.09,Beginner,40.41,Medium,5000
19,6.45,76.94,13.47,Rainy,7.72,Beginner,28.79,Low,3000
110,19.87,40.02,58.16,Foggy,6.29,Intermediate,74.65,High,8000
82,15.78,48.33,46.33,Rainy,5.18,Intermediate,56.92,Medium,5000
33,0.29,66.03,21.24,Clear,8.19,Expert,21.34,Low,3000
73,9.44,57.24,44.86,Rainy,8.48,Intermediate,50.16,Medium,5000
108,13.54,34.66,67.47,Rainy,6.6,Expert,57.32,Medium,5000
58,14.52,60.55,35.27,Rainy,7.72,Intermediate,40.59,Medium,5000
108,12.37,32.31,61.1,Rainy,8.73,Beginner,66.14,High,8000
45,10.95,57.11,27.29,Rainy,5.32,Expert,43.38,Medium,5000
91,13.83,42.76,53.02,Clear,4.13,Intermediate,60.75,Medium,5000
112,14.35,29.89,63.9,Rainy,8.55,Intermediate,59.61,Medium,5000
105,11.79,44.91,55.99,Rainy,10.0,Expert,46.59,Medium,5000
33,3.87,62.84,24.05,Clear,2.99,Intermediate,34.44,Low,3000
32,4.5,71.92,16.71,Clear,10.0,Beginner,25.45,Low,3000
71,7.91,52.89,40.78,Clear,6.87,Beginner,40.16,Medium,5000
105,10.38,43.62,55.26,Clear,8.94,Intermediate,57.06,Medium,5000
46,12.03,57.71,32.59,Foggy,4.36,Beginner,52.77,Medium,5000
21,3.68,72.24,14.71,Clear,5.9,Intermediate,30.57,Low,3000
64,6.2,44.25,46.03,Clear,8.87,Beginner,57.34,Medium,5000
22,2.13,72.31,12.76,Clear,8.9,Expert,16.83,Low,3000
32,3.17,69.34,24.59,Clear,6.4,Intermediate,26.6,Low,3000
98,14.41,54.12,53.45,Rainy,6.81,Expert,49.96,Medium,5000
108,12.69,35.74,58.42,Rainy,6.08,Intermediate,69.72,High,8000
114,14.49,36.12,67.07,Clear,4.36,Beginner,79.76,High,8000
39,2.03,66.66,22.54,Hot,7.24,Intermediate,33.13,Low,3000
26,4.54,71.44,16.75,Clear,6.73,Intermediate,24.64,Low,3000
71,11.0,50.21,40.74,Rainy,6.21,Expert,43.42,Medium,5000
93,16.56,42.29,49.54,Foggy,4.35,Expert,48.53,Medium,5000
98,14.23,35.87,55.59,Rainy,6.51,Intermediate,62.42,Medium,5000
95,14.11,34.19,50.98,Hot,7.39,Expert,42.9,Medium,5000
22,4.15,70.94,15.11,Foggy,8.17,Intermediate,21.36,Low,3000
68,4.58,50.6,35.64,Hot,7.32,Intermediate,44.03,Medium,5000
28,11.73,69.59,21.7,Clear,3.85,Intermediate,30.78,Low,3000
58,10.73,62.91,30.21,Rainy,6.45,Expert,41.11,Medium,5000
109,19.04,32.6,53.17,Foggy,8.9,Intermediate,66.03,High,8000
21,3.63,68.66,13.02,Hot,5.87,Intermediate,28.47,Low,3000
70,9.02,46.31,38.54,Hot,3.01,Intermediate,59.72,Medium,5000
114,15.33,35.29,64.61,Foggy,6.0,Intermediate,62.52,Medium,5000
28,7.95,66.56,19.03,Rainy,5.8,Beginner,42.57,Medium,5000
85,14.19,40.01,42.01,Clear,9.19,Intermediate,49.15,Medium,5000
18,8.38,66.91,12.63,Clear,8.35,Intermediate,26.88,Low,3000
80,7.61,49.37,45.59,Clear,10.0,Beginner,52.84,Medium,5000
37,4.4,67.75,29.82,Clear,7.58,Intermediate,30.22,Low,3000
87,6.72,40.32,47.61,Clear,10.0,Expert,32.11,Low,3000
104,9.36,43.71,54.72,Clear,10.0,Intermediate,56.01,Medium,5000
61,9.89,49.83,33.12,Clear,8.22,Intermediate,37.94,Medium,5000
92,9.33,44.43,51.43,Hot,8.9,Intermediate,53.81,Medium,5000
25,1.45,79.17,15.0,Clear,8.93,Beginner,26.14,Low,3000
78,9.92,50.64,40.02,Clear,8.47,Beginner,58.0,Medium,5000
108,14.17,35.06,56.81,Rainy,5.23,Intermediate,56.87,Medium,5000
21,8.01,75.03,15.13,Foggy,6.63,Beginner,29.75,Low,3000
34,6.49,63.07,22.07,Clear,6.56,Intermediate,31.88,Low,3000
61,5.31,58.85,38.74,Clear,9.15,Intermediate,40.43,Medium,5000
94,10.66,38.82,53.28,Clear,8.11,Intermediate,54.73,Medium,5000
109,12.11,33.91,54.17,Clear,7.37,Beginner,65.79,High,8000
62,8.79,51.28,39.22,Clear,4.56,Beginner,57.66,Medium,5000
32,7.2,70.37,21.43,Rainy,5.97,Intermediate,42.17,Medium,5000
25,7.73,70.25,13.75,Foggy,5.87,Expert,18.61,Low,3000
66,7.04,53.93,35.08,Rainy,10.0,Expert,29.71,Low,3000
48,5.78,59.38,25.01,Clear,6.58,Intermediate,37.09,Medium,5000
118,13.23,31.32,63.93,Clear,5.29,Intermediate,68.11,High,8000
62,6.44,58.36,35.7,Clear,7.31,Intermediate,38.79,Medium,5000
51,6.23,67.42,29.57,Clear,7.56,Beginner,40.77,Medium,5000
67,14.3,59.36,37.11,Rainy,6.72,Intermediate,44.76,Medium,5000
48,4.58,59.31,28.59,Hot,9.95,Beginner,32.27,Low,3000
23,1.1,75.02,14.0,Clear,9.38,Intermediate,22.8,Low,3000
104,13.01,34.9,52.85,Hot,5.68,Expert,52.7,Medium,5000
14,6.32,66.26,6.06,Hot,5.44,Intermediate,23.26,Low,3000
44,10.1,62.67,26.91,Clear,4.1,Intermediate,32.33,Low,3000
96,6.21,40.59,54.26,Clear,10.0,Expert,39.37,Medium,5000
102,8.55,33.42,55.94,Clear,5.73,Intermediate,63.47,Medium,5000
116,16.61,32.78,62.27,Rainy,7.02,Expert,53.61,Medium,5000
84,9.4,42.51,45.08,Clear,6.08,Beginner,61.21,Medium,5000
27,4.69,76.85,20.13,Clear,4.48,Intermediate,30.14,Low,3000
85,4.53,42.35,42.93,Hot,9.68,Expert,32.15,Low,3000
18,2.68,59.34,17.96,Clear,7.98,Intermediate,22.82,Low,3000
83,9.1,50.52,47.49,Clear,6.5,Intermediate,63.21,Medium,5000
